County,State,mean_life_expectancy,State_FIPS,County_FIPS,median_household_income
Yalobusha County,Mississippi,72.405921216925,28,161,34749.0
Yazoo County,Mississippi,73.3297063475955,28,163,27560.0
Adair County,Missouri,77.4996674039276,29,001,37967.0
Andrew County,Missouri,78.7013763592718,29,003,54804.0
Atchison County,Missouri,77.5446206505117,29,005,43438.0
Audrain County,Missouri,76.4700110398644,29,007,41930.0
Barry County,Missouri,75.5988280305562,29,009,37869.0
Barton County,Missouri,77.1039961665184,29,011,38877.0
Bates County,Missouri,76.0051303986315,29,013,41520.0
Benton County,Missouri,75.8883536973897,29,015,33428.0
Bollinger County,Missouri,76.0963414936097,29,017,39493.0
Boone County,Missouri,79.8221151391125,29,019,50813.0
Buchanan County,Missouri,76.1837139182052,29,021,46680.0
Butler County,Missouri,73.3100406361536,29,023,36302.0
Caldwell County,Missouri,76.8499728560545,29,025,44722.0
Callaway County,Missouri,77.4608216547749,29,027,50362.0
Camden County,Missouri,78.9000985028576,29,029,46747.0
Cape Girardeau County,Missouri,77.7298339983024,29,031,48458.0
Carroll County,Missouri,76.4426838243551,29,033,41537.0
Carter County,Missouri,73.6735353474555,29,035,37162.0
Cass County,Missouri,78.2991911220161,29,037,63613.0
Cedar County,Missouri,75.3400560148383,29,039,33720.0
Chariton County,Missouri,78.5102832551627,29,041,41773.0
Christian County,Missouri,79.0786813910703,29,043,54392.0
Clark County,Missouri,76.8790137496992,29,045,45169.0
Clay County,Missouri,79.2852166517469,29,047,63702.0
Clinton County,Missouri,76.2890632558296,29,049,57486.0
Cole County,Missouri,78.7813033678424,29,051,54130.0
Cooper County,Missouri,77.451153246516,29,053,44917.0
Crawford County,Missouri,74.9616054959046,29,055,36983.0
Dade County,Missouri,75.8091194248711,29,057,37904.0
Dallas County,Missouri,76.0173243215063,29,059,37695.0
Daviess County,Missouri,77.2576891209386,29,061,43669.0
DeKalb County,Missouri,78.0142977680658,29,063,43538.0
Dent County,Missouri,75.6656170481871,29,065,38020.0
Douglas County,Missouri,76.3917639513478,29,067,31333.0
Dunklin County,Missouri,71.7482892599005,29,069,31220.0
Franklin County,Missouri,76.7285962389556,29,071,50895.0
Gasconade County,Missouri,76.7014194398382,29,073,45505.0
Gentry County,Missouri,77.3305745412835,29,075,44024.0
Greene County,Missouri,77.2106273469407,29,077,41908.0
Grundy County,Missouri,77.0496261178752,29,079,40187.0
Harrison County,Missouri,77.337419181089,29,081,41173.0
Henry County,Missouri,75.1475693528914,29,083,42707.0
Hickory County,Missouri,76.4873193729265,29,085,33113.0
Holt County,Missouri,78.801017707983,29,087,41017.0
Howard County,Missouri,78.1242366474883,29,089,45762.0
Howell County,Missouri,74.9481299577467,29,091,33964.0
Iron County,Missouri,72.8975245720988,29,093,36354.0
Jackson County,Missouri,76.9404560836654,29,095,48104.0
Jasper County,Missouri,75.8973476807523,29,097,42648.0
Jefferson County,Missouri,76.1333933045653,29,099,58232.0
Johnson County,Missouri,77.934107064315,29,101,48977.0
Knox County,Missouri,76.892382316364,29,103,38816.0
Laclede County,Missouri,75.2201185935018,29,105,40436.0
Lafayette County,Missouri,76.9946833235717,29,107,50830.0
Lawrence County,Missouri,75.637616668498,29,109,40505.0
Lewis County,Missouri,76.6633899321273,29,111,45708.0
Lincoln County,Missouri,76.4392221102157,29,113,55249.0
Linn County,Missouri,75.9090059889778,29,115,39286.0
Livingston County,Missouri,77.1076817066787,29,117,44266.0
McDonald County,Missouri,74.1506085795942,29,119,38846.0
Macon County,Missouri,76.8082103034532,29,121,37099.0
Madison County,Missouri,74.1798669555744,29,123,36359.0
Maries County,Missouri,76.8018967094093,29,125,40542.0
Marion County,Missouri,76.4760309621211,29,127,43828.0
Mercer County,Missouri,78.1201184763289,29,129,41817.0
Miller County,Missouri,76.3610301142528,29,131,40057.0
Mississippi County,Missouri,73.0614222925145,29,133,29214.0
Moniteau County,Missouri,77.8427469694888,29,135,48974.0
Monroe County,Missouri,77.9314372486008,29,137,41201.0
Montgomery County,Missouri,75.4018806179993,29,139,41096.0
Morgan County,Missouri,75.1304778089902,29,141,32807.0
New Madrid County,Missouri,72.639795942441,29,143,31615.0
Newton County,Missouri,75.9737053299932,29,145,44474.0
Nodaway County,Missouri,79.350497632751,29,147,39908.0
Oregon County,Missouri,75.1246219997085,29,149,30442.0
Osage County,Missouri,78.459699014847,29,151,54119.0
Ozark County,Missouri,75.5770517760233,29,153,31087.0
Pemiscot County,Missouri,71.0926160349727,29,155,31671.0
Perry County,Missouri,77.9157637962601,29,157,53014.0
Pettis County,Missouri,76.9851005856482,29,159,40467.0
Phelps County,Missouri,76.3605604296482,29,161,41603.0
Pike County,Missouri,76.5102635775106,29,163,42779.0
Platte County,Missouri,80.4068406101437,29,165,70879.0
Polk County,Missouri,76.2086198920621,29,167,42483.0
Pulaski County,Missouri,76.2567199287667,29,169,49216.0
Putnam County,Missouri,76.7862120780622,29,171,38125.0
Ralls County,Missouri,78.547228664935,29,173,48919.0
Randolph County,Missouri,75.6923798961096,29,175,40638.0
Ray County,Missouri,76.1086006112267,29,177,53459.0
Reynolds County,Missouri,74.3460258429374,29,179,36736.0
Ripley County,Missouri,73.0307306046915,29,181,34145.0
Saint Charles County,Missouri,80.2385629454124,29,183,75603.0
Saint Clair County,Missouri,76.1482798217245,29,185,33750.0
Sainte Genevieve County,Missouri,78.0732448724097,29,186,49356.0
Saint Francois County,Missouri,74.2670325238622,29,187,41461.0
Saint Louis County,Missouri,78.304545180462,29,189,61103.0
Saline County,Missouri,76.9597178212009,29,195,40645.0
Schuyler County,Missouri,77.1266906455237,29,197,37583.0
Scotland County,Missouri,77.0819802975309,29,199,41336.0
Scott County,Missouri,75.0037671002209,29,201,40276.0
Shannon County,Missouri,75.7220915629154,29,203,32284.0
Shelby County,Missouri,77.0932374839413,29,205,41351.0
Stoddard County,Missouri,74.905059998996,29,207,38096.0
Stone County,Missouri,77.8851911888352,29,209,41944.0
Sullivan County,Missouri,76.1729793498236,29,211,42639.0
Taney County,Missouri,77.1720372389984,29,213,38040.0
Texas County,Missouri,76.1836191776279,29,215,35730.0
Vernon County,Missouri,75.5919702593861,29,217,40655.0
Warren County,Missouri,78.1703536028327,29,219,51509.0
Washington County,Missouri,73.3970322681883,29,221,36701.0
Wayne County,Missouri,73.9493713102408,29,223,33954.0
Webster County,Missouri,77.1514639743976,29,225,44814.0
Worth County,Missouri,77.8485881088769,29,227,44974.0
Wright County,Missouri,74.3804142044072,29,229,30581.0
Saint Louis City,Missouri,74.1606229289921,29,510,36809.0
Beaverhead County,Montana,80.3567546460644,30,001,38194.0
Big Horn County,Montana,71.8390375254802,30,003,44136.0
Blaine County,Montana,75.0203119374401,30,005,36875.0
Broadwater County,Montana,79.7607569090247,30,007,50946.0
Carbon County,Montana,80.4371995857338,30,009,52869.0
Carter County,Montana,79.0737193006343,30,011,46985.0
Cascade County,Montana,77.8157844829449,30,013,45469.0
Chouteau County,Montana,79.0330161384425,30,015,38735.0
Custer County,Montana,77.1146902302252,30,017,50146.0
Daniels County,Montana,78.4881065918359,30,019,51108.0
Dawson County,Montana,78.3392884985031,30,021,57591.0
Deer Lodge County,Montana,76.4084098881533,30,023,39212.0
Fallon County,Montana,78.0398156556672,30,025,50114.0
Fergus County,Montana,77.7831351339856,30,027,42357.0
Flathead County,Montana,79.0696490206195,30,029,48407.0
Gallatin County,Montana,81.9260802587179,30,031,57021.0
Garfield County,Montana,78.2934668444075,30,033,42614.0
Glacier County,Montana,72.2073544092388,30,035,29181.0
Granite County,Montana,81.3195482433669,30,039,48688.0
Hill County,Montana,76.8848001456293,30,041,42979.0
Jefferson County,Montana,78.8171639229031,30,043,62939.0
Judith Basin County,Montana,80.3359810265459,30,045,45347.0
Lake County,Montana,77.8825747289604,30,047,39898.0
Lewis and Clark County,Montana,79.3492080689681,30,049,59170.0
Liberty County,Montana,81.4693815671394,30,051,46597.0
Lincoln County,Montana,77.8780072541581,30,053,35461.0
McCone County,Montana,78.3449203753503,30,055,42330.0
Madison County,Montana,80.8280839479865,30,057,47617.0
Meagher County,Montana,78.7642613654942,30,059,39032.0
Mineral County,Montana,77.4830215533476,30,061,37143.0
Missoula County,Montana,79.5679554633963,30,063,46371.0
Musselshell County,Montana,76.2500373314585,30,065,41557.0
Phillips County,Montana,77.0456003695386,30,071,38692.0
Pondera County,Montana,78.0197327181239,30,073,42193.0
Powder River County,Montana,79.6313712156185,30,075,47955.0
Powell County,Montana,77.2139810296291,30,077,43064.0
Prairie County,Montana,77.9667450461633,30,079,44643.0
Ravalli County,Montana,79.5217239146147,30,081,40546.0
Richland County,Montana,77.3229583318575,30,083,65638.0
Roosevelt County,Montana,69.5686256927579,30,085,34481.0
Rosebud County,Montana,74.9232638459854,30,087,55609.0
Sanders County,Montana,77.7222952098578,30,089,34336.0
Sheridan County,Montana,76.7787104225126,30,091,52308.0
Silver Bow County,Montana,76.4030271959376,30,093,39580.0
Stillwater County,Montana,79.4128800579175,30,095,59603.0
Sweet Grass County,Montana,80.7056482859872,30,097,50813.0
Teton County,Montana,79.9198387441154,30,099,49047.0
Toole County,Montana,77.6961616949182,30,101,46588.0
Valley County,Montana,78.0452646203171,30,105,49977.0
Wheatland County,Montana,78.5026231700647,30,107,36076.0
Wibaux County,Montana,76.9683079438899,30,109,40833.0
Yellowstone County,Montana,78.3232377631065,30,111,55032.0
Park County,Montana,79.6317288177496,30,067,43385.0
Adams County,Nebraska,79.0525155123409,31,001,51201.0
Antelope County,Nebraska,80.5511445738499,31,003,46381.0
Boone County,Nebraska,80.6610360352255,31,011,51890.0
Box Butte County,Nebraska,77.9992431676252,31,013,54444.0
Boyd County,Nebraska,78.5176114062662,31,015,42463.0
Brown County,Nebraska,79.8902058490869,31,017,37328.0
Buffalo County,Nebraska,80.3288917068739,31,019,54098.0
Burt County,Nebraska,78.1762292069221,31,021,47137.0
Butler County,Nebraska,78.835044248591,31,023,51166.0
Cass County,Nebraska,78.9129758509613,31,025,65385.0
Cedar County,Nebraska,80.5415516276861,31,027,54391.0
Chase County,Nebraska,78.5440018794425,31,029,53496.0
Cherry County,Nebraska,78.7648341079006,31,031,53059.0
Cheyenne County,Nebraska,79.0538103484725,31,033,54215.0
Clay County,Nebraska,78.3495560556217,31,035,51613.0
Colfax County,Nebraska,80.1515415245986,31,037,52712.0
Cuming County,Nebraska,81.355503607122,31,039,49181.0
Custer County,Nebraska,79.2227964200196,31,041,47083.0
Dakota County,Nebraska,78.0846377526437,31,043,52336.0
Dawes County,Nebraska,79.3299559361499,31,045,42685.0
Dawson County,Nebraska,78.9843453820713,31,047,49943.0
Deuel County,Nebraska,78.5743904886826,31,049,51786.0
Dixon County,Nebraska,79.2246186182312,31,051,52813.0
Dodge County,Nebraska,78.0694961678048,31,053,49830.0
Douglas County,Nebraska,78.8066749887246,31,055,56003.0
Dundy County,Nebraska,77.8723285113915,31,057,44583.0
Fillmore County,Nebraska,78.2123606646124,31,059,52070.0
Franklin County,Nebraska,78.4692012525898,31,061,46531.0
Frontier County,Nebraska,82.0839954600604,31,063,51192.0
Furnas County,Nebraska,78.0169715047797,31,065,40445.0
Gage County,Nebraska,77.887071724208,31,067,48731.0
Garden County,Nebraska,78.1623373928932,31,069,49805.0
Garfield County,Nebraska,79.0542467878298,31,071,45227.0
Gosper County,Nebraska,80.1522953509518,31,073,60711.0
Greeley County,Nebraska,80.3497848679456,31,077,48220.0
Hall County,Nebraska,78.5644559316674,31,079,51355.0
Hamilton County,Nebraska,80.393687464157,31,081,59760.0
Harlan County,Nebraska,79.6448789596166,31,083,44630.0
Hitchcock County,Nebraska,78.1682464665856,31,087,41131.0
Holt County,Nebraska,79.6817846545537,31,089,49607.0
Howard County,Nebraska,79.8490732094202,31,093,52247.0
Jefferson County,Nebraska,77.8250846251041,31,095,44616.0
Johnson County,Nebraska,78.0489404720564,31,097,47938.0
Kearney County,Nebraska,79.1345955364172,31,099,55068.0
Keith County,Nebraska,78.6750105127267,31,101,43100.0
Kimball County,Nebraska,77.3624201193175,31,105,40344.0
Knox County,Nebraska,79.2064207818246,31,107,47692.0
Lancaster County,Nebraska,80.2467379200379,31,109,53730.0
Lincoln County,Nebraska,78.7122435968011,31,111,52179.0
Madison County,Nebraska,78.6845729335245,31,119,48673.0
Merrick County,Nebraska,79.117684998026,31,121,50464.0
Morrill County,Nebraska,77.7101669082474,31,123,43942.0
Nance County,Nebraska,77.4915631208253,31,125,42429.0
Nemaha County,Nebraska,78.191002715473,31,127,52736.0
Nuckolls County,Nebraska,79.0048432194606,31,129,41576.0
Otoe County,Nebraska,79.2029892243117,31,131,52108.0
Pawnee County,Nebraska,79.1203572107815,31,133,40139.0
Perkins County,Nebraska,80.0408749926605,31,135,56797.0
Phelps County,Nebraska,79.3821272829162,31,137,51264.0
Pierce County,Nebraska,80.0853531041232,31,139,53125.0
Platte County,Nebraska,80.4192959668295,31,141,58473.0
Polk County,Nebraska,80.238782508351,31,143,57991.0
Red Willow County,Nebraska,78.5996151257166,31,145,42457.0
Richardson County,Nebraska,77.5540894205444,31,147,45929.0
Rock County,Nebraska,78.9865697003342,31,149,48750.0
Saline County,Nebraska,77.9152461036143,31,151,49332.0
Sarpy County,Nebraska,80.9250168896854,31,153,72269.0
Saunders County,Nebraska,79.3299188104055,31,155,64475.0
Scotts Bluff County,Nebraska,77.3865616887844,31,157,46632.0
Seward County,Nebraska,79.0444615465753,31,159,61563.0
Sheridan County,Nebraska,77.8931881285531,31,161,42802.0
Sherman County,Nebraska,79.4296905835757,31,163,46299.0
Sioux County,Nebraska,83.0381098729827,31,165,46667.0
Stanton County,Nebraska,80.961513359994,31,167,58553.0
Thayer County,Nebraska,78.4001331659507,31,169,45590.0
Thurston County,Nebraska,73.6673570642477,31,173,42979.0
Valley County,Nebraska,79.8812117118376,31,175,44657.0
Washington County,Nebraska,80.0262523453312,31,177,65565.0
Wayne County,Nebraska,82.8762235553871,31,179,55141.0
Webster County,Nebraska,77.2713255754193,31,181,40313.0
York County,Nebraska,79.6936440180167,31,185,55156.0
Churchill County,Nevada,75.6780181908323,32,001,45368.0
Clark County,Nevada,78.4682302863341,32,003,52629.0
Douglas County,Nevada,80.9164948210828,32,005,59769.0
Elko County,Nevada,78.2906069640208,32,007,74672.0
Eureka County,Nevada,77.9987474016483,32,011,70000.0
Humboldt County,Nevada,76.5834301638411,32,013,67295.0
Lander County,Nevada,76.8323338566656,32,015,78077.0
Lincoln County,Nevada,77.8753967245755,32,017,49406.0
Lyon County,Nevada,76.326543578643,32,019,49007.0
Mineral County,Nevada,74.1816027698615,32,021,37750.0
Nye County,Nevada,73.9499116645158,32,023,42266.0
Pershing County,Nevada,78.2360321514631,32,027,45192.0
Storey County,Nevada,82.3381765495412,32,029,65508.0
Washoe County,Nevada,78.0187003291766,32,031,54955.0
White Pine County,Nevada,77.2328478228953,32,033,58156.0
Carson City,Nevada,75.4096636819887,32,510,47948.0
Belknap County,New Hampshire,78.1781858900434,33,001,61245.0
Carroll County,New Hampshire,79.8000532932746,33,003,56289.0
Cheshire County,New Hampshire,79.3167986524017,33,005,58359.0
Coos County,New Hampshire,76.88369738533,33,007,45154.0
Grafton County,New Hampshire,80.5367136348045,33,009,58107.0
Hillsborough County,New Hampshire,79.5843340171471,33,011,73189.0
Merrimack County,New Hampshire,79.4112423819705,33,013,67181.0
Rockingham County,New Hampshire,80.3306877779191,33,015,82398.0
Strafford County,New Hampshire,78.5720417534059,33,017,63533.0
Sullivan County,New Hampshire,78.8665502892163,33,019,58454.0
Atlantic County,New Jersey,77.5116887852029,34,001,55456.0
Bergen County,New Jersey,82.9599950519171,34,003,88487.0
Burlington County,New Jersey,79.6357202749807,34,005,80034.0
Camden County,New Jersey,77.6341781005181,34,007,63028.0
Cape May County,New Jersey,77.3834896824315,34,009,59338.0
Cumberland County,New Jersey,75.8644655406486,34,011,49537.0
Essex County,New Jersey,79.3208327496225,34,013,54860.0
Gloucester County,New Jersey,78.176487278906,34,015,78592.0
Hudson County,New Jersey,81.6585056029341,34,017,60894.0
Hunterdon County,New Jersey,83.0587419573264,34,019,108177.0
Mercer County,New Jersey,80.2398531893098,34,021,73966.0
Middlesex County,New Jersey,81.5057402046194,34,023,80716.0
Monmouth County,New Jersey,80.6045692039829,34,025,87297.0
Morris County,New Jersey,82.4687612223012,34,027,102798.0
Ocean County,New Jersey,79.0675016946263,34,029,63108.0
Passaic County,New Jersey,80.4357822045839,34,031,61664.0
Salem County,New Jersey,76.2835326381673,34,033,61341.0
Somerset County,New Jersey,82.4845153083104,34,035,102405.0
Sussex County,New Jersey,79.5953178361075,34,037,87388.0
Union County,New Jersey,81.2785990248023,34,039,70476.0
Warren County,New Jersey,79.8332922337056,34,041,72999.0
Bernalillo County,New Mexico,78.4631251536255,35,001,48994.0
Catron County,New Mexico,79.5038886206945,35,003,38142.0
Chaves County,New Mexico,75.7527908741292,35,005,41356.0
Colfax County,New Mexico,77.6489594257952,35,007,32693.0
Curry County,New Mexico,76.8800326394988,35,009,42170.0
De Baca County,New Mexico,75.8060462495044,35,011,31197.0
Dona Ana County,New Mexico,79.5829172449782,35,013,38636.0
Eddy County,New Mexico,75.370673266489,35,015,59625.0
Grant County,New Mexico,77.6325682798311,35,017,38890.0
Guadalupe County,New Mexico,76.2985409240566,35,019,26692.0
Hidalgo County,New Mexico,76.6095321954911,35,023,34528.0
Lea County,New Mexico,75.8116495360663,35,025,58152.0
Lincoln County,New Mexico,79.2420589855917,35,027,40065.0
Los Alamos County,New Mexico,83.3764667017812,35,028,105902.0
Luna County,New Mexico,75.6043502933621,35,029,27326.0
McKinley County,New Mexico,72.7432763890307,35,031,29272.0
Mora County,New Mexico,77.6692807624501,35,033,21190.0
Otero County,New Mexico,77.6532366856244,35,035,41502.0
Quay County,New Mexico,75.0554980355093,35,037,28159.0
Rio Arriba County,New Mexico,73.7700335845048,35,039,33972.0
Roosevelt County,New Mexico,77.244510437161,35,041,34933.0
Sandoval County,New Mexico,79.0809895701612,35,043,60158.0
San Juan County,New Mexico,76.8066035480058,35,045,48624.0
San Miguel County,New Mexico,76.4581687011618,35,047,27000.0
Santa Fe County,New Mexico,80.7607916825501,35,049,55370.0
Sierra County,New Mexico,73.8184750508833,35,051,29679.0
Socorro County,New Mexico,75.8920772798454,35,053,34542.0
Taos County,New Mexico,78.9133503182797,35,055,35323.0
Torrance County,New Mexico,76.4797524570339,35,057,32067.0
Union County,New Mexico,76.9680582513767,35,059,36420.0
Cibola County,New Mexico,76.6270382044182,35,006,36160.0
Valencia County,New Mexico,76.6270382044182,35,061,41788.0
Albany County,New York,79.9139117072393,36,001,60904.0
Allegany County,New York,78.3915536498671,36,003,44085.0
Bronx County,New York,79.9693321166561,36,005,35302.0
Broome County,New York,78.775908389097,36,007,47744.0
Cattaraugus County,New York,77.6572707109308,36,009,43884.0
Cayuga County,New York,79.5811141675296,36,011,53114.0
Chautauqua County,New York,77.9138560168009,36,013,43211.0
Chemung County,New York,77.4337755495673,36,015,49578.0
Chenango County,New York,77.6583432911403,36,017,46979.0
Clinton County,New York,79.1940769494904,36,019,50502.0
Columbia County,New York,79.4415380342934,36,021,59916.0
Cortland County,New York,78.4731797931453,36,023,50910.0
Delaware County,New York,78.9626551601511,36,025,46055.0
Dutchess County,New York,80.6773219277295,36,027,72706.0
Erie County,New York,78.3156863561676,36,029,52744.0
Essex County,New York,79.7970200062179,36,031,53244.0
Franklin County,New York,78.780716179322,36,033,49782.0
Fulton County,New York,78.063119884943,36,035,46090.0
Genesee County,New York,78.6467269083353,36,037,52641.0
Greene County,New York,78.5510325652629,36,039,51013.0
Hamilton County,New York,78.6855924296625,36,041,52708.0
Herkimer County,New York,78.9647936561101,36,043,48893.0
Jefferson County,New York,78.201281513417,36,045,49911.0
Kings County,New York,82.1302486225052,36,047,50640.0
Lewis County,New York,79.3763763876438,36,049,49976.0
Livingston County,New York,80.0099701339894,36,051,52724.0
Madison County,New York,80.3233852767477,36,053,55858.0
Monroe County,New York,79.8122222027901,36,055,53568.0
Montgomery County,New York,77.7938229899518,36,057,44455.0
Nassau County,New York,82.6140970755494,36,059,102044.0
New York County,New York,84.099388128983,36,061,75513.0
Niagara County,New York,77.7461295458085,36,063,50094.0
Oneida County,New York,78.4126171606775,36,065,49838.0
Onondaga County,New York,79.4381188472215,36,067,55717.0
Ontario County,New York,79.8011318926723,36,069,58070.0
Orange County,New York,80.0160816501403,36,071,71910.0
Orleans County,New York,78.062075513612,36,073,48731.0
Oswego County,New York,78.0393976328105,36,075,49571.0
Otsego County,New York,79.9978002217737,36,077,49689.0
Putnam County,New York,82.075006033779,36,079,97606.0
Queens County,New York,83.2695186379422,36,081,59758.0
Rensselaer County,New York,78.8901325871064,36,083,61754.0
Richmond County,New York,80.672663522285,36,085,74021.0
Rockland County,New York,82.74883992548,36,087,86134.0
Saint Lawrence County,New York,78.943237238682,36,089,46313.0
Saratoga County,New York,81.1050588226645,36,091,74080.0
Schenectady County,New York,78.9609582069655,36,093,59959.0
Schoharie County,New York,80.3448823678478,36,095,50607.0
Schuyler County,New York,78.55191442678,36,097,47229.0
Seneca County,New York,78.6728014580699,36,099,50073.0
Steuben County,New York,78.6082775034394,36,101,48823.0
Suffolk County,New York,80.6588936930021,36,103,90128.0
Sullivan County,New York,77.7046216442445,36,105,52027.0
Tioga County,New York,79.8382253886736,36,107,58115.0
Tompkins County,New York,80.9203143999798,36,109,54133.0
Ulster County,New York,79.9034618171244,36,111,60393.0
Warren County,New York,79.4965456723306,36,113,57174.0
Washington County,New York,78.7592408110319,36,115,51449.0
Wayne County,New York,78.9826518705452,36,117,51627.0
Westchester County,New York,83.1794603373677,36,119,86226.0
Wyoming County,New York,78.73039737454,36,121,53612.0
Yates County,New York,78.8873128234931,36,123,50105.0
Alamance County,North Carolina,77.0685812118075,37,001,43209.0
Alexander County,North Carolina,76.9614797384164,37,003,40404.0
Alleghany County,North Carolina,77.4610663449365,37,005,38352.0
Anson County,North Carolina,74.0725353996096,37,007,34656.0
Ashe County,North Carolina,77.5708551395377,37,009,37360.0
Avery County,North Carolina,77.0334577277727,37,011,35891.0
Beaufort County,North Carolina,75.8656244655181,37,013,40906.0
Bertie County,North Carolina,75.7424752634519,37,015,31129.0
Bladen County,North Carolina,74.491634981349,37,017,30408.0
Brunswick County,North Carolina,78.1589076049795,37,019,49356.0
Buncombe County,North Carolina,78.4995796907722,37,021,46902.0
Burke County,North Carolina,76.1749984603412,37,023,39759.0
Cabarrus County,North Carolina,78.1727913293198,37,025,58970.0
Caldwell County,North Carolina,75.5540825976302,37,027,37118.0
Camden County,North Carolina,78.5465130730104,37,029,60714.0
Carteret County,North Carolina,77.5678331973906,37,031,50599.0
Caswell County,North Carolina,76.0021798237954,37,033,38310.0
Catawba County,North Carolina,76.478381783831,37,035,45450.0
Chatham County,North Carolina,80.8774065251652,37,037,58555.0
Cherokee County,North Carolina,76.3339705471513,37,039,35284.0
Chowan County,North Carolina,76.6676580195293,37,041,41156.0
Clay County,North Carolina,77.2144504829415,37,043,36296.0
Cleveland County,North Carolina,74.3062977333663,37,045,39134.0
Columbus County,North Carolina,73.5033437802957,37,047,35847.0
Craven County,North Carolina,76.8620107986492,37,049,47957.0
Cumberland County,North Carolina,75.9008703194555,37,051,44810.0
Currituck County,North Carolina,77.3684271228857,37,053,61086.0
Dare County,North Carolina,78.5910842103186,37,055,54787.0
Davidson County,North Carolina,76.034033453837,37,057,44469.0
Davie County,North Carolina,78.0721369913083,37,059,51662.0
Duplin County,North Carolina,77.8749208760201,37,061,35364.0
Durham County,North Carolina,79.6085908292452,37,063,54093.0
Edgecombe County,North Carolina,74.1444129296281,37,065,32298.0
Forsyth County,North Carolina,77.7337376342516,37,067,46283.0
Franklin County,North Carolina,77.3732837790396,37,069,44272.0
Gaston County,North Carolina,75.2607193448041,37,071,44288.0
Gates County,North Carolina,76.6934981276761,37,073,51582.0
Graham County,North Carolina,76.0046716071594,37,075,34778.0
Granville County,North Carolina,77.6208069729872,37,077,50317.0
Greene County,North Carolina,76.7187243484012,37,079,37190.0
Guilford County,North Carolina,78.1284607112066,37,081,46896.0
Halifax County,North Carolina,74.2365160040583,37,083,32549.0
Harnett County,North Carolina,76.6437455995481,37,085,47930.0
Haywood County,North Carolina,77.2352947896465,37,087,43097.0
Henderson County,North Carolina,78.9815818111703,37,089,48138.0
Hertford County,North Carolina,76.0118361211626,37,091,34523.0
Hoke County,North Carolina,76.1136816318135,37,093,42704.0
Hyde County,North Carolina,76.1438696161462,37,095,37741.0
Iredell County,North Carolina,77.357021743989,37,097,53937.0
Jackson County,North Carolina,78.2288135049887,37,099,40278.0
Johnston County,North Carolina,77.4768308696818,37,101,51980.0
Jones County,North Carolina,75.7510626278929,37,103,34080.0
Lee County,North Carolina,76.3545229448186,37,105,46402.0
Lenoir County,North Carolina,74.6642352518742,37,107,36956.0
Lincoln County,North Carolina,76.9459492032992,37,109,49283.0
McDowell County,North Carolina,76.5717330412652,37,111,37590.0
Macon County,North Carolina,77.6223541339364,37,113,39593.0
Madison County,North Carolina,77.4210798913749,37,115,40408.0
Martin County,North Carolina,74.5781002527635,37,117,34957.0
Mecklenburg County,North Carolina,80.0022618256787,37,119,59268.0
Mitchell County,North Carolina,75.701933067287,37,121,39658.0
Montgomery County,North Carolina,76.4162794240619,37,123,34819.0
Moore County,North Carolina,79.2661336140771,37,125,51873.0
Nash County,North Carolina,75.5215836377358,37,127,43804.0
New Hanover County,North Carolina,79.0100379478553,37,129,51232.0
Northampton County,North Carolina,76.2227779273298,37,131,31543.0
Onslow County,North Carolina,76.8468827907199,37,133,46786.0
Orange County,North Carolina,81.5272589542262,37,135,61130.0
Pamlico County,North Carolina,77.5020851830226,37,137,43808.0
Pasquotank County,North Carolina,76.248957280179,37,139,45750.0
Pender County,North Carolina,77.5179135118989,37,141,46580.0
Perquimans County,North Carolina,78.1894276451611,37,143,45208.0
Person County,North Carolina,76.3367551338297,37,145,43297.0
Pitt County,North Carolina,78.0093368543586,37,147,42308.0
Polk County,North Carolina,79.0932250165005,37,149,47396.0
Randolph County,North Carolina,76.1902898644823,37,151,43010.0
Richmond County,North Carolina,73.684288368266,37,153,32526.0
Robeson County,North Carolina,73.0410766227454,37,155,31298.0
Rockingham County,North Carolina,75.1194009898642,37,157,40003.0
Rowan County,North Carolina,75.2040569313551,37,159,44494.0
Rutherford County,North Carolina,75.3332758510106,37,161,36144.0
Sampson County,North Carolina,75.478975907429,37,163,36742.0
Scotland County,North Carolina,74.1796581919861,37,165,30013.0
Stanly County,North Carolina,75.9833101663133,37,167,44140.0
Stokes County,North Carolina,76.4091632164185,37,169,42489.0
Surry County,North Carolina,75.5711430992343,37,171,37345.0
Swain County,North Carolina,72.7994660491399,37,173,33598.0
Transylvania County,North Carolina,79.8695641663562,37,175,43918.0
Tyrrell County,North Carolina,77.0893555847302,37,177,32165.0
Union County,North Carolina,79.3630513356347,37,179,67194.0
Vance County,North Carolina,74.0411727255849,37,181,32733.0
Wake County,North Carolina,81.3158370915099,37,183,70620.0
Warren County,North Carolina,76.931267698933,37,185,33913.0
Washington County,North Carolina,76.2932614272141,37,187,33286.0
Watauga County,North Carolina,81.2709009336789,37,189,39443.0
Wayne County,North Carolina,75.9664937969973,37,191,40457.0
Wilkes County,North Carolina,76.3626937325509,37,193,34846.0
Wilson County,North Carolina,76.0687402929208,37,195,40260.0
Yadkin County,North Carolina,76.4576617557514,37,197,38623.0
Yancey County,North Carolina,77.3628373489658,37,199,36993.0
Adams County,North Dakota,79.1182963150854,38,001,53295.0
Barnes County,North Dakota,79.020262005044,38,003,55778.0
Benson County,North Dakota,73.0415189652118,38,005,41530.0
Bottineau County,North Dakota,78.2352884715544,38,009,55958.0
